orcasound_filename,date_time_pstpdt,date_pstpdt,time_pstpdt,date_time_utc,date_utc,time_utc,duration,notes,aws_bucket,latitude,longitude
cand_02y4EXKGBve7XHkQU6cGmf,2024-10-25_17.14.59,2024-10-25,17.14.59,2024-10-26_00.14.59,2024-10-26,00.14.59,,J pod,1729839623.0,47.86382,-122.37317
cand_02y4EmphBOsj1IlBkD14eK,2024-10-25_17.25.37,2024-10-25,17.25.37,2024-10-26_00.25.37,2024-10-26,00.25.37,,"Clear S01s, S10, Clear S01 calls, a couple overlapping.",1729839623.0,47.86382,-122.37317
cand_02y4Ew5Pft9x3ku1lJ3C7Z,2024-10-25_17.31.37,2024-10-25,17.31.37,2024-10-26_00.31.37,2024-10-26,00.31.37,,Hf call x4 S42?,1729839623.0,47.86382,-122.37317
cand_02y4F1hVBU1GK6F91wncFm,2024-10-25_17.35.23,2024-10-25,17.35.23,2024-10-26_00.35.23,2024-10-26,00.35.23,,,1729839623.0,47.86382,-122.37317
cand_02y4FFOb1Wp5cUv1BUTYmo,2024-10-25_17.44.12,2024-10-25,17.44.12,2024-10-26_00.44.12,2024-10-26,00.44.12,,"Loud calls, and clicks, Many S04s, S04",1729839623.0,47.86382,-122.37317
cand_02y4G2TIWhLjjT1IOlJHGq,2024-10-25_18.16.36,2024-10-25,18.16.36,2024-10-26_01.16.36,2024-10-26,01.16.36,,"S03?, Overlapping calls, S04s",1729839623.0,47.86382,-122.37317
cand_02y4GFxqrXvzVCxBw7yCVA,2024-10-25_18.25.20,2024-10-25,18.25.20,2024-10-26_01.25.20,2024-10-26,01.25.20,,"S04 descending in pitch, right after rising example!, S04 but rising, S01",1729839623.0,47.86382,-122.37317
cand_02y4GaEv2L5KIs5udNDmgW,2024-10-25_18.38.47,2024-10-25,18.38.47,2024-10-26_01.38.47,2024-10-26,01.38.47,,"Faint calls as ferry noise subsides., Distant S42?, Call, abberant",1729839623.0,47.86382,-122.37317
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.46.50,2024-10-25,18.46.50,2024-10-26_01.46.50,2024-10-26,01.46.50,,"Loud calls, S01, S10, extended",1729839623.0,47.86382,-122.37317
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.46.50,2024-10-25,18.46.50,2024-10-26_01.46.50,2024-10-26,01.46.50,,,1729839623.0,47.86382,-122.37317
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.53.00,2024-10-25,18.53.00,2024-10-26_01.53.00,2024-10-26,01.53.00,,,1729839623.0,47.86382,-122.37317
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.55.30,2024-10-25,18.55.30,2024-10-26_01.55.30,2024-10-26,01.55.30,,,1729839623.0,47.86382,-122.37317
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.57.30,2024-10-25,18.57.30,2024-10-26_01.57.30,2024-10-26,01.57.30,,,1729839623.0,47.86382,-122.37317
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.58.30,2024-10-25,18.58.30,2024-10-26_01.58.30,2024-10-26,01.58.30,,,1729839623.0,47.86382,-122.37317
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.59.00,2024-10-25,18.59.00,2024-10-26_01.59.00,2024-10-26,01.59.00,,,1729839623.0,47.86382,-122.37317
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_19.00.00,2024-10-25,19.00.00,2024-10-26_02.00.00,2024-10-26,02.00.00,,,1729839623.0,47.86382,-122.37317
cand_02y4EXKGBve7XHkQU6cGmf,2024-10-25_17.14.59,2024-10-25,17.14.59,2024-10-26_00.14.59,2024-10-26,00.14.59,,J pod,1729839623.0,47.86382,-122.37317
cand_02y4EmphBOsj1IlBkD14eK,2024-10-25_17.25.37,2024-10-25,17.25.37,2024-10-26_00.25.37,2024-10-26,00.25.37,,"Clear S01s, S10, Clear S01 calls, a couple overlapping.",1729839623.0,47.86382,-122.37317
cand_02y4Ew5Pft9x3ku1lJ3C7Z,2024-10-25_17.31.37,2024-10-25,17.31.37,2024-10-26_00.31.37,2024-10-26,00.31.37,,Hf call x4 S42?,1729839623.0,47.86382,-122.37317
cand_02y4F1hVBU1GK6F91wncFm,2024-10-25_17.35.23,2024-10-25,17.35.23,2024-10-26_00.35.23,2024-10-26,00.35.23,,,1729839623.0,47.86382,-122.37317
cand_02y4FFOb1Wp5cUv1BUTYmo,2024-10-25_17.44.12,2024-10-25,17.44.12,2024-10-26_00.44.12,2024-10-26,00.44.12,,"Loud calls, and clicks, Many S04s, S04",1729839623.0,47.86382,-122.37317
cand_02y4G2TIWhLjjT1IOlJHGq,2024-10-25_18.16.36,2024-10-25,18.16.36,2024-10-26_01.16.36,2024-10-26,01.16.36,,"S03?, Overlapping calls, S04s",1729839623.0,47.86382,-122.37317
cand_02y4GFxqrXvzVCxBw7yCVA,2024-10-25_18.25.20,2024-10-25,18.25.20,2024-10-26_01.25.20,2024-10-26,01.25.20,,"S04 descending in pitch, right after rising example!, S04 but rising, S01",1729839623.0,47.86382,-122.37317
cand_02y4GaEv2L5KIs5udNDmgW,2024-10-25_18.38.47,2024-10-25,18.38.47,2024-10-26_01.38.47,2024-10-26,01.38.47,,"Faint calls as ferry noise subsides., Distant S42?, Call, abberant",1729839623.0,47.86382,-122.37317
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.46.50,2024-10-25,18.46.50,2024-10-26_01.46.50,2024-10-26,01.46.50,,"Loud calls, S01, S10, extended",1729839623.0,47.86382,-122.37317
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.46.50,2024-10-25,18.46.50,2024-10-26_01.46.50,2024-10-26,01.46.50,,,1729839623.0,47.86382,-122.37317
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.53.00,2024-10-25,18.53.00,2024-10-26_01.53.00,2024-10-26,01.53.00,,,1729839623.0,47.86382,-122.37317
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.55.30,2024-10-25,18.55.30,2024-10-26_01.55.30,2024-10-26,01.55.30,,,1729839623.0,47.86382,-122.37317
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.57.30,2024-10-25,18.57.30,2024-10-26_01.57.30,2024-10-26,01.57.30,,,1729839623.0,47.86382,-122.37317
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.58.30,2024-10-25,18.58.30,2024-10-26_01.58.30,2024-10-26,01.58.30,,,1729839623.0,47.86382,-122.37317
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.59.00,2024-10-25,18.59.00,2024-10-26_01.59.00,2024-10-26,01.59.00,,,1729839623.0,47.86382,-122.37317
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_19.00.00,2024-10-25,19.00.00,2024-10-26_02.00.00,2024-10-26,02.00.00,,,1729839623.0,47.86382,-122.37317
cand_02y4EXKGBve7XHkQU6cGmf,2024-10-25_17.14.59,2024-10-25,17.14.59,2024-10-26_00.14.59,2024-10-26,00.14.59,,J pod,1729839623.0,47.86382,-122.37317
cand_02y4EmphBOsj1IlBkD14eK,2024-10-25_17.25.37,2024-10-25,17.25.37,2024-10-26_00.25.37,2024-10-26,00.25.37,,"Clear S01s, S10, Clear S01 calls, a couple overlapping.",1729839623.0,47.86382,-122.37317
cand_02y4Ew5Pft9x3ku1lJ3C7Z,2024-10-25_17.31.37,2024-10-25,17.31.37,2024-10-26_00.31.37,2024-10-26,00.31.37,,Hf call x4 S42?,1729839623.0,47.86382,-122.37317
cand_02y4F1hVBU1GK6F91wncFm,2024-10-25_17.35.23,2024-10-25,17.35.23,2024-10-26_00.35.23,2024-10-26,00.35.23,,,1729839623.0,47.86382,-122.37317
cand_02y4FFOb1Wp5cUv1BUTYmo,2024-10-25_17.44.12,2024-10-25,17.44.12,2024-10-26_00.44.12,2024-10-26,00.44.12,,"Loud calls, and clicks, Many S04s, S04",1729839623.0,47.86382,-122.37317
cand_02y4G2TIWhLjjT1IOlJHGq,2024-10-25_18.16.36,2024-10-25,18.16.36,2024-10-26_01.16.36,2024-10-26,01.16.36,,"S03?, Overlapping calls, S04s",1729839623.0,47.86382,-122.37317
cand_02y4GFxqrXvzVCxBw7yCVA,2024-10-25_18.25.20,2024-10-25,18.25.20,2024-10-26_01.25.20,2024-10-26,01.25.20,,"S04 descending in pitch, right after rising example!, S04 but rising, S01",1729839623.0,47.86382,-122.37317
cand_02y4GaEv2L5KIs5udNDmgW,2024-10-25_18.38.47,2024-10-25,18.38.47,2024-10-26_01.38.47,2024-10-26,01.38.47,,"Faint calls as ferry noise subsides., Distant S42?, Call, abberant",1729839623.0,47.86382,-122.37317
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.46.50,2024-10-25,18.46.50,2024-10-26_01.46.50,2024-10-26,01.46.50,,"Loud calls, S01, S10, extended",1729839623.0,47.86382,-122.37317
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.46.50,2024-10-25,18.46.50,2024-10-26_01.46.50,2024-10-26,01.46.50,,,1729839623.0,47.86382,-122.37317
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.53.00,2024-10-25,18.53.00,2024-10-26_01.53.00,2024-10-26,01.53.00,,,1729839623.0,47.86382,-122.37317
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.55.30,2024-10-25,18.55.30,2024-10-26_01.55.30,2024-10-26,01.55.30,,,1729839623.0,47.86382,-122.37317
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.57.30,2024-10-25,18.57.30,2024-10-26_01.57.30,2024-10-26,01.57.30,,,1729839623.0,47.86382,-122.37317
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.58.30,2024-10-25,18.58.30,2024-10-26_01.58.30,2024-10-26,01.58.30,,,1729839623.0,47.86382,-122.37317
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.59.00,2024-10-25,18.59.00,2024-10-26_01.59.00,2024-10-26,01.59.00,,,1729839623.0,47.86382,-122.37317
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_19.00.00,2024-10-25,19.00.00,2024-10-26_02.00.00,2024-10-26,02.00.00,,,1729839623.0,47.86382,-122.37317
cand_02y4EXKGBve7XHkQU6cGmf,2024-10-25_17.14.59,2024-10-25,17.14.59,2024-10-26_00.14.59,2024-10-26,00.14.59,,J pod,1729839623.0,47.86313,-122.37763
cand_02y4EmphBOsj1IlBkD14eK,2024-10-25_17.25.37,2024-10-25,17.25.37,2024-10-26_00.25.37,2024-10-26,00.25.37,,"Clear S01s, S10, Clear S01 calls, a couple overlapping.",1729839623.0,47.86313,-122.37763
cand_02y4Ew5Pft9x3ku1lJ3C7Z,2024-10-25_17.31.37,2024-10-25,17.31.37,2024-10-26_00.31.37,2024-10-26,00.31.37,,Hf call x4 S42?,1729839623.0,47.86313,-122.37763
cand_02y4F1hVBU1GK6F91wncFm,2024-10-25_17.35.23,2024-10-25,17.35.23,2024-10-26_00.35.23,2024-10-26,00.35.23,,,1729839623.0,47.86313,-122.37763
cand_02y4FFOb1Wp5cUv1BUTYmo,2024-10-25_17.44.12,2024-10-25,17.44.12,2024-10-26_00.44.12,2024-10-26,00.44.12,,"Loud calls, and clicks, Many S04s, S04",1729839623.0,47.86313,-122.37763
cand_02y4G2TIWhLjjT1IOlJHGq,2024-10-25_18.16.36,2024-10-25,18.16.36,2024-10-26_01.16.36,2024-10-26,01.16.36,,"S03?, Overlapping calls, S04s",1729839623.0,47.86313,-122.37763
cand_02y4GFxqrXvzVCxBw7yCVA,2024-10-25_18.25.20,2024-10-25,18.25.20,2024-10-26_01.25.20,2024-10-26,01.25.20,,"S04 descending in pitch, right after rising example!, S04 but rising, S01",1729839623.0,47.86313,-122.37763
cand_02y4GaEv2L5KIs5udNDmgW,2024-10-25_18.38.47,2024-10-25,18.38.47,2024-10-26_01.38.47,2024-10-26,01.38.47,,"Faint calls as ferry noise subsides., Distant S42?, Call, abberant",1729839623.0,47.86313,-122.37763
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.46.50,2024-10-25,18.46.50,2024-10-26_01.46.50,2024-10-26,01.46.50,,"Loud calls, S01, S10, extended",1729839623.0,47.86313,-122.37763
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.46.50,2024-10-25,18.46.50,2024-10-26_01.46.50,2024-10-26,01.46.50,,,1729839623.0,47.86313,-122.37763
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.53.00,2024-10-25,18.53.00,2024-10-26_01.53.00,2024-10-26,01.53.00,,,1729839623.0,47.86313,-122.37763
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.55.30,2024-10-25,18.55.30,2024-10-26_01.55.30,2024-10-26,01.55.30,,,1729839623.0,47.86313,-122.37763
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.57.30,2024-10-25,18.57.30,2024-10-26_01.57.30,2024-10-26,01.57.30,,,1729839623.0,47.86313,-122.37763
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.58.30,2024-10-25,18.58.30,2024-10-26_01.58.30,2024-10-26,01.58.30,,,1729839623.0,47.86313,-122.37763
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.59.00,2024-10-25,18.59.00,2024-10-26_01.59.00,2024-10-26,01.59.00,,,1729839623.0,47.86313,-122.37763
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_19.00.00,2024-10-25,19.00.00,2024-10-26_02.00.00,2024-10-26,02.00.00,,,1729839623.0,47.86313,-122.37763
cand_02y4EXKGBve7XHkQU6cGmf,2024-10-25_17.14.59,2024-10-25,17.14.59,2024-10-26_00.14.59,2024-10-26,00.14.59,,J pod,1729839623.0,47.87532,-122.39557
cand_02y4EmphBOsj1IlBkD14eK,2024-10-25_17.25.37,2024-10-25,17.25.37,2024-10-26_00.25.37,2024-10-26,00.25.37,,"Clear S01s, S10, Clear S01 calls, a couple overlapping.",1729839623.0,47.87532,-122.39557
cand_02y4Ew5Pft9x3ku1lJ3C7Z,2024-10-25_17.31.37,2024-10-25,17.31.37,2024-10-26_00.31.37,2024-10-26,00.31.37,,Hf call x4 S42?,1729839623.0,47.87532,-122.39557
cand_02y4F1hVBU1GK6F91wncFm,2024-10-25_17.35.23,2024-10-25,17.35.23,2024-10-26_00.35.23,2024-10-26,00.35.23,,,1729839623.0,47.87532,-122.39557
cand_02y4FFOb1Wp5cUv1BUTYmo,2024-10-25_17.44.12,2024-10-25,17.44.12,2024-10-26_00.44.12,2024-10-26,00.44.12,,"Loud calls, and clicks, Many S04s, S04",1729839623.0,47.87532,-122.39557
cand_02y4G2TIWhLjjT1IOlJHGq,2024-10-25_18.16.36,2024-10-25,18.16.36,2024-10-26_01.16.36,2024-10-26,01.16.36,,"S03?, Overlapping calls, S04s",1729839623.0,47.87532,-122.39557
cand_02y4GFxqrXvzVCxBw7yCVA,2024-10-25_18.25.20,2024-10-25,18.25.20,2024-10-26_01.25.20,2024-10-26,01.25.20,,"S04 descending in pitch, right after rising example!, S04 but rising, S01",1729839623.0,47.87532,-122.39557
cand_02y4GaEv2L5KIs5udNDmgW,2024-10-25_18.38.47,2024-10-25,18.38.47,2024-10-26_01.38.47,2024-10-26,01.38.47,,"Faint calls as ferry noise subsides., Distant S42?, Call, abberant",1729839623.0,47.87532,-122.39557
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.46.50,2024-10-25,18.46.50,2024-10-26_01.46.50,2024-10-26,01.46.50,,"Loud calls, S01, S10, extended",1729839623.0,47.87532,-122.39557
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.46.50,2024-10-25,18.46.50,2024-10-26_01.46.50,2024-10-26,01.46.50,,,1729839623.0,47.87532,-122.39557
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.53.00,2024-10-25,18.53.00,2024-10-26_01.53.00,2024-10-26,01.53.00,,,1729839623.0,47.87532,-122.39557
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.55.30,2024-10-25,18.55.30,2024-10-26_01.55.30,2024-10-26,01.55.30,,,1729839623.0,47.87532,-122.39557
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.57.30,2024-10-25,18.57.30,2024-10-26_01.57.30,2024-10-26,01.57.30,,,1729839623.0,47.87532,-122.39557
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.58.30,2024-10-25,18.58.30,2024-10-26_01.58.30,2024-10-26,01.58.30,,,1729839623.0,47.87532,-122.39557
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_18.59.00,2024-10-25,18.59.00,2024-10-26_01.59.00,2024-10-26,01.59.00,,,1729839623.0,47.87532,-122.39557
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_19.00.00,2024-10-25,19.00.00,2024-10-26_02.00.00,2024-10-26,02.00.00,,,1729839623.0,47.87532,-122.39557
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_19.01.00,2024-10-25,19.01.00,2024-10-26_02.01.00,2024-10-26,02.01.00,,,1729839623.0,47.87532,-122.39557
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_19.02.00,2024-10-25,19.02.00,2024-10-26_02.02.00,2024-10-26,02.02.00,,,1729839623.0,47.87532,-122.39557
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_19.03.00,2024-10-25,19.03.00,2024-10-26_02.03.00,2024-10-26,02.03.00,,,1729839623.0,47.87532,-122.39557
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_19.04.00,2024-10-25,19.04.00,2024-10-26_02.04.00,2024-10-26,02.04.00,,,1729839623.0,47.87532,-122.39557
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_19.05.00,2024-10-25,19.05.00,2024-10-26_02.05.00,2024-10-26,02.05.00,,,1729839623.0,47.87532,-122.39557
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_19.06.00,2024-10-25,19.06.00,2024-10-26_02.06.00,2024-10-26,02.06.00,,,1729839623.0,47.87532,-122.39557
cand_02y4GmMAUSs5CjDImJWtd0,2024-10-25_19.07.00,2024-10-25,19.07.00,2024-10-26_02.07.00,2024-10-26,02.07.00,,,1729839623.0,47.87532,-122.39557
cand_02y4jRcAxFcJe2JffX7ZdN,2024-10-26_14.12.34,2024-10-26,14.12.34,2024-10-26_21.12.34,2024-10-26,21.12.34,,"Very faint S10?, Possible call?",1729839623.0,47.76886,-122.45314
cand_02y4jRcAxFcJe2JffX7ZdN,2024-10-26_14.12.34,2024-10-26,14.12.34,2024-10-26_21.12.34,2024-10-26,21.12.34,,"Very faint S10?, Possible call?",1729839623.0,48.0526,-122.34671
cand_02y4jRcAxFcJe2JffX7ZdN,2024-10-26_14.12.34,2024-10-26,14.12.34,2024-10-26_21.12.34,2024-10-26,21.12.34,,"Very faint S10?, Possible call?",1729839623.0,47.78201,-122.46104
cand_02y4jRcAxFcJe2JffX7ZdN,2024-10-26_14.12.34,2024-10-26,14.12.34,2024-10-26_21.12.34,2024-10-26,21.12.34,,"Very faint S10?, Possible call?",1729839623.0,48.04731,-122.34202
cand_02y4jRcAxFcJe2JffX7ZdN,2024-10-26_14.12.34,2024-10-26,14.12.34,2024-10-26_21.12.34,2024-10-26,21.12.34,,"Very faint S10?, Possible call?",1729839623.0,48.06063,-122.34362
cand_02y4jRcAxFcJe2JffX7ZdN,2024-10-26_14.12.34,2024-10-26,14.12.34,2024-10-26_21.12.34,2024-10-26,21.12.34,,"Very faint S10?, Possible call?",1729839623.0,47.79054,-122.44662
cand_02y4jRcAxFcJe2JffX7ZdN,2024-10-26_14.12.34,2024-10-26,14.12.34,2024-10-26_21.12.34,2024-10-26,21.12.34,,"Very faint S10?, Possible call?",1729839623.0,47.80231,-122.41813
cand_02y4jRcAxFcJe2JffX7ZdN,2024-10-26_14.12.34,2024-10-26,14.12.34,2024-10-26_21.12.34,2024-10-26,21.12.34,,"Very faint S10?, Possible call?",1729839623.0,47.80669,-122.4413
cand_02y4jRcAxFcJe2JffX7ZdN,2024-10-26_14.12.34,2024-10-26,14.12.34,2024-10-26_21.12.34,2024-10-26,21.12.34,,"Very faint S10?, Possible call?",1729839623.0,48.10399,-122.38191
cand_02y4jRcAxFcJe2JffX7ZdN,2024-10-26_14.12.34,2024-10-26,14.12.34,2024-10-26_21.12.34,2024-10-26,21.12.34,,"Very faint S10?, Possible call?",1729839623.0,47.82675,-122.43787
cand_02y4jRcAxFcJe2JffX7ZdN,2024-10-26_14.12.34,2024-10-26,14.12.34,2024-10-26_21.12.34,2024-10-26,21.12.34,,"Very faint S10?, Possible call?",1729839623.0,47.85399,-122.45718
cand_02y4kwr8mt2WEn6tz19WYN,2024-10-26_15.16.06,2024-10-26,15.16.06,2024-10-26_22.16.06,2024-10-26,22.16.06,,,1729839623.0,47.85399,-122.45718
cand_02y4jRcAxFcJe2JffX7ZdN,2024-10-26_14.12.34,2024-10-26,14.12.34,2024-10-26_21.12.34,2024-10-26,21.12.34,,"Very faint S10?, Possible call?",1729839623.0,47.85071,-122.4492
cand_02y4kwr8mt2WEn6tz19WYN,2024-10-26_15.16.06,2024-10-26,15.16.06,2024-10-26_22.16.06,2024-10-26,22.16.06,,,1729839623.0,47.85071,-122.4492
cand_02y4jRcAxFcJe2JffX7ZdN,2024-10-26_14.12.34,2024-10-26,14.12.34,2024-10-26_21.12.34,2024-10-26,21.12.34,,"Very faint S10?, Possible call?",1729839623.0,47.83896,-122.39461
cand_02y4kwr8mt2WEn6tz19WYN,2024-10-26_15.16.06,2024-10-26,15.16.06,2024-10-26_22.16.06,2024-10-26,22.16.06,,,1729839623.0,47.83896,-122.39461
cand_02y4kwr8mt2WEn6tz19WYN,2024-10-26_15.16.06,2024-10-26,15.16.06,2024-10-26_22.16.06,2024-10-26,22.16.06,,,1729839623.0,47.89907,-122.40766
cand_02y4kwr8mt2WEn6tz19WYN,2024-10-26_15.16.06,2024-10-26,15.16.06,2024-10-26_22.16.06,2024-10-26,22.16.06,,,1729839623.0,47.83357,-122.35918
cand_02y4kwr8mt2WEn6tz19WYN,2024-10-26_15.16.06,2024-10-26,15.16.06,2024-10-26_22.16.06,2024-10-26,22.16.06,,,1729839623.0,47.8947,-122.40491
cand_02y4kwr8mt2WEn6tz19WYN,2024-10-26_15.16.06,2024-10-26,15.16.06,2024-10-26_22.16.06,2024-10-26,22.16.06,,,1729839623.0,47.89401,-122.37263
cand_02y4kwr8mt2WEn6tz19WYN,2024-10-26_15.16.06,2024-10-26,15.16.06,2024-10-26_22.16.06,2024-10-26,22.16.06,,,1729839623.0,47.90022,-122.43615
cand_02y4kwr8mt2WEn6tz19WYN,2024-10-26_15.16.06,2024-10-26,15.16.06,2024-10-26_22.16.06,2024-10-26,22.16.06,,,1729839623.0,47.91362,-122.42342
cand_02y4kwr8mt2WEn6tz19WYN,2024-10-26_15.16.06,2024-10-26,15.16.06,2024-10-26_22.16.06,2024-10-26,22.16.06,,,1729839623.0,47.90114,-122.41315
cand_02y4pQWI7YqNhbN8hyay2H,2024-10-26_18.18.38,2024-10-26,18.18.38,2024-10-27_01.18.38,2024-10-27,01.18.38,,Sporadic SRKW calling at 6:20pm,1729839623.0,47.85914,-122.42256
cand_02y4pQWI7YqNhbN8hyay2H,2024-10-26_18.18.38,2024-10-26,18.18.38,2024-10-27_01.18.38,2024-10-27,01.18.38,,Sporadic SRKW calling at 6:20pm,1729839623.0,47.85571,-122.41414
cand_02y4poV8WRH5gXoHcHD406,2024-10-26_18.34.06,2024-10-26,18.34.06,2024-10-27_01.34.06,2024-10-27,01.34.06,,"Calls again, 6:35, J Pod calls again at approx. 6:30",1729839623.0,47.85571,-122.41414
cand_02y5G7xEKrL0CXBqbV4oTI,2024-10-27_12.26.21,2024-10-27,12.26.21,2024-10-27_19.26.21,2024-10-27,19.26.21,,,1729839623.0,47.79423,-122.44593
cand_02y5G7xEKrL0CXBqbV4oTI,2024-10-27_12.26.21,2024-10-27,12.26.21,2024-10-27_19.26.21,2024-10-27,19.26.21,,,1729839623.0,47.75934,-122.44031
cand_02y5G7xEKrL0CXBqbV4oTI,2024-10-27_12.26.21,2024-10-27,12.26.21,2024-10-27_19.26.21,2024-10-27,19.26.21,,,1729839623.0,47.74912,-122.45182
cand_02y5G7xEKrL0CXBqbV4oTI,2024-10-27_12.26.21,2024-10-27,12.26.21,2024-10-27_19.26.21,2024-10-27,19.26.21,,,1729839623.0,47.73284,-122.45728
cand_02y5TEfqslxvFdy2R7s0Bt,2024-10-27_15.42.38,2024-10-27,15.42.38,2024-10-27_22.42.38,2024-10-27,22.42.38,,faint orca calls,1729839623.0,47.73076,-122.45453
cand_02y6PnBVSuYkJwnlUYSsjv,2024-10-29_13.06.45,2024-10-29,13.06.45,2024-10-29_20.06.45,2024-10-29,20.06.45,,"J pod, jpod calls, Jpod calls",1730012424.0,47.83661,-122.4375
cand_02y6PzJrGGN0gu9d3Nw0D4,2024-10-29_13.14.53,2024-10-29,13.14.53,2024-10-29_20.14.53,2024-10-29,20.14.53,,jpod call,1730012424.0,47.83661,-122.4375
cand_02y6PnBVSuYkJwnlUYSsjv,2024-10-29_13.06.45,2024-10-29,13.06.45,2024-10-29_20.06.45,2024-10-29,20.06.45,,"J pod, jpod calls, Jpod calls",1730012424.0,47.835,-122.4327
cand_02y6PzJrGGN0gu9d3Nw0D4,2024-10-29_13.14.53,2024-10-29,13.14.53,2024-10-29_20.14.53,2024-10-29,20.14.53,,jpod call,1730012424.0,47.835,-122.4327
cand_02y6QCKvwgQzoX0gPTF3KA,2024-10-29_13.23.18,2024-10-29,13.23.18,2024-10-29_20.23.18,2024-10-29,20.23.18,,Jpod call,1730012424.0,47.835,-122.4327
cand_02y6QHwSwl019lbnvNg1H3,2024-10-29_13.26.59,2024-10-29,13.26.59,2024-10-29_20.26.59,2024-10-29,20.26.59,,jpod call,1730012424.0,47.835,-122.4327
cand_02y6QVsANIlNV5vG01Ts1b,2024-10-29_13.36.07,2024-10-29,13.36.07,2024-10-29_20.36.07,2024-10-29,20.36.07,,,1730098826.0,47.835,-122.4327
cand_02y6Qffpx3effNf7GUPJpm,2024-10-29_13.42.39,2024-10-29,13.42.39,2024-10-29_20.42.39,2024-10-29,20.42.39,,EL clicks,1730098826.0,47.835,-122.4327
cand_02y6QlOZhqjsRLGXUDj0GP,2024-10-29_13.46.24,2024-10-29,13.46.24,2024-10-29_20.46.24,2024-10-29,20.46.24,,"Killer whale calls, faint calls",1730185224.0,47.835,-122.4327
cand_02y6QsIHhhivnppUCdwHBH,2024-10-29_13.51.01,2024-10-29,13.51.01,2024-10-29_20.51.01,2024-10-29,20.51.01,,jpod call,1730185224.0,47.835,-122.4327
cand_02y6PnBVSuYkJwnlUYSsjv,2024-10-29_13.06.45,2024-10-29,13.06.45,2024-10-29_20.06.45,2024-10-29,20.06.45,,"J pod, jpod calls, Jpod calls",1730012424.0,47.88433,-122.45151
cand_02y6PzJrGGN0gu9d3Nw0D4,2024-10-29_13.14.53,2024-10-29,13.14.53,2024-10-29_20.14.53,2024-10-29,20.14.53,,jpod call,1730012424.0,47.88433,-122.45151
cand_02y6QCKvwgQzoX0gPTF3KA,2024-10-29_13.23.18,2024-10-29,13.23.18,2024-10-29_20.23.18,2024-10-29,20.23.18,,Jpod call,1730012424.0,47.88433,-122.45151
cand_02y6QHwSwl019lbnvNg1H3,2024-10-29_13.26.59,2024-10-29,13.26.59,2024-10-29_20.26.59,2024-10-29,20.26.59,,jpod call,1730012424.0,47.88433,-122.45151
cand_02y6QVsANIlNV5vG01Ts1b,2024-10-29_13.36.07,2024-10-29,13.36.07,2024-10-29_20.36.07,2024-10-29,20.36.07,,,1730098826.0,47.88433,-122.45151
